mH_GeV  XS_pb       Scale_pos	Scale_neg PDF_plus_alpha_s  PDF  alpha_S
120.00	9.939E-01	+3.4	-3.0	1.6	1.3	1.0
120.50	9.829E-01	+3.4	-3.0	1.6	1.3	1.0
121.00	9.705E-01	+3.5	-3.0	1.6	1.3	1.0
121.50	9.591E-01	+3.6	-3.0	1.6	1.3	1.0
122.00	9.485E-01	+3.6	-3.0	1.6	1.3	1.0
122.50	9.371E-01	+3.6	-3.0	1.6	1.3	0.9
123.00	9.266E-01	+3.6	-3.1	1.6	1.3	0.9
123.50	9.157E-01	+3.5	-3.1	1.6	1.3	0.9
124.00	9.051E-01	+3.6	-3.1	1.6	1.3	0.9
124.10	9.037E-01	+3.7	-3.2	1.6	1.3	0.9
124.20	9.008E-01	+3.8	-3.0	1.6	1.3	0.9
124.30	8.988E-01	+3.7	-3.1	1.6	1.3	0.9
124.40	8.964E-01	+3.7	-3.0	1.6	1.3	0.9
124.50	8.943E-01	+3.8	-3.0	1.6	1.3	0.9
124.60	8.923E-01	+3.8	-3.0	1.6	1.3	0.9
124.70	8.902E-01	+3.8	-3.1	1.6	1.3	0.9
124.80	8.884E-01	+3.7	-3.1	1.6	1.3	0.9
124.90	8.858E-01	+3.9	-3.1	1.6	1.3	0.9
125.00	8.839E-01	+3.8	-3.1	1.6	1.3	0.9
125.09	8.824E-01	+3.8	-3.0	1.6	1.3	0.9
125.10	8.819E-01	+3.9	-3.0	1.6	1.3	0.9
125.20	8.800E-01	+3.8	-3.1	1.6	1.3	0.9
125.30	8.783E-01	+3.8	-3.1	1.6	1.3	0.9
125.40	8.767E-01	+3.8	-3.1	1.6	1.3	0.9
125.50	8.744E-01	+3.7	-3.1	1.6	1.3	0.9
125.60	8.728E-01	+3.8	-3.1	1.6	1.3	0.9
125.70	8.703E-01	+3.8	-3.0	1.6	1.3	0.9
125.80	8.690E-01	+3.7	-3.2	1.6	1.3	0.9
125.90	8.668E-01	+3.8	-3.1	1.6	1.3	0.9
126.00	8.649E-01	+3.8	-3.1	1.6	1.3	0.9
126.50	8.549E-01	+3.7	-3.2	1.6	1.3	0.9
127.00	8.446E-01	+3.7	-3.2	1.6	1.3	0.9
127.50	8.350E-01	+3.8	-3.2	1.6	1.3	0.9
128.00	8.255E-01	+3.9	-3.1	1.6	1.3	0.9
128.50	8.161E-01	+3.9	-3.2	1.6	1.3	0.9
129.00	8.073E-01	+3.8	-3.2	1.6	1.3	0.9
129.50	7.980E-01	+3.9	-3.2	1.6	1.3	0.9
130.00	7.899E-01	+3.9	-3.2	1.6	1.3	0.9
