mH_GeV  XS_pb
120.00	1.523E-01
120.50	1.517E-01
121.00	1.505E-01
121.50	1.502E-01
122.00	1.491E-01
122.50	1.481E-01
123.00	1.473E-01
123.50	1.464E-01
124.00	1.461E-01
124.10	1.457E-01
124.20	1.455E-01
124.30	1.458E-01
124.40	1.452E-01
124.50	1.452E-01
124.60	1.449E-01
124.70	1.449E-01
124.80	1.444E-01
124.90	1.444E-01
125.00	1.443E-01
125.09	1.443E-01
125.10	1.441E-01
125.20	1.443E-01
125.30	1.440E-01
125.40	1.437E-01
125.50	1.435E-01
125.60	1.434E-01
125.70	1.434E-01
125.80	1.431E-01
125.90	1.429E-01
126.00	1.428E-01
126.50	1.419E-01
127.00	1.413E-01
127.50	1.404E-01
128.00	1.395E-01
128.50	1.390E-01
129.00	1.381E-01
129.50	1.375E-01
130.00	1.363E-01
