mH_GeV 	H_bb 	    H_tautau    H_mumu      H_ssbar     H_ccbar     H_ttbar
80.0	8.24E-01	8.27E-02	2.87E-04	3.53E-04	4.18E-02	0.00E+00
81.0	8.23E-01	8.27E-02	2.88E-04	3.52E-04	4.17E-02	0.00E+00
82.0	8.21E-01	8.28E-02	2.88E-04	3.52E-04	4.16E-02	0.00E+00
83.0	8.20E-01	8.29E-02	2.88E-04	3.51E-04	4.16E-02	0.00E+00
84.0	8.19E-01	8.30E-02	2.88E-04	3.51E-04	4.15E-02	0.00E+00
85.0	8.17E-01	8.30E-02	2.89E-04	3.50E-04	4.14E-02	0.00E+00
86.0	8.16E-01	8.31E-02	2.89E-04	3.49E-04	4.13E-02	0.00E+00
87.0	8.15E-01	8.31E-02	2.89E-04	3.49E-04	4.13E-02	0.00E+00
88.0	8.13E-01	8.32E-02	2.89E-04	3.48E-04	4.12E-02	0.00E+00
89.0	8.12E-01	8.32E-02	2.89E-04	3.47E-04	4.11E-02	0.00E+00
90.0	8.10E-01	8.33E-02	2.89E-04	3.47E-04	4.10E-02	0.00E+00
91.0	8.09E-01	8.33E-02	2.89E-04	3.46E-04	4.09E-02	0.00E+00
92.0	8.07E-01	8.33E-02	2.89E-04	3.45E-04	4.08E-02	0.00E+00
93.0	8.05E-01	8.33E-02	2.89E-04	3.44E-04	4.07E-02	0.00E+00
94.0	8.03E-01	8.33E-02	2.89E-04	3.44E-04	4.06E-02	0.00E+00
95.0	8.01E-01	8.32E-02	2.89E-04	3.43E-04	4.05E-02	0.00E+00
96.0	7.99E-01	8.32E-02	2.89E-04	3.42E-04	4.04E-02	0.00E+00
97.0	7.97E-01	8.31E-02	2.89E-04	3.41E-04	4.03E-02	0.00E+00
98.0	7.95E-01	8.31E-02	2.88E-04	3.40E-04	4.02E-02	0.00E+00
99.0	7.92E-01	8.29E-02	2.88E-04	3.39E-04	4.00E-02	0.00E+00
100.0	7.89E-01	8.28E-02	2.88E-04	3.37E-04	3.99E-02	0.00E+00
101.0	7.86E-01	8.27E-02	2.87E-04	3.36E-04	3.97E-02	0.00E+00
102.0	7.83E-01	8.25E-02	2.86E-04	3.35E-04	3.96E-02	0.00E+00
103.0	7.79E-01	8.22E-02	2.86E-04	3.33E-04	3.94E-02	0.00E+00
104.0	7.75E-01	8.20E-02	2.85E-04	3.31E-04	3.92E-02	0.00E+00
105.0	7.71E-01	8.17E-02	2.84E-04	3.30E-04	3.90E-02	0.00E+00
106.0	7.66E-01	8.13E-02	2.82E-04	3.28E-04	3.87E-02	0.00E+00
107.0	7.61E-01	8.10E-02	2.81E-04	3.25E-04	3.85E-02	0.00E+00
108.0	7.56E-01	8.05E-02	2.80E-04	3.23E-04	3.82E-02	0.00E+00
109.0	7.50E-01	8.00E-02	2.78E-04	3.20E-04	3.79E-02	0.00E+00
110.0	7.44E-01	7.95E-02	2.76E-04	3.18E-04	3.76E-02	0.00E+00
110.5	7.40E-01	7.92E-02	2.75E-04	3.16E-04	3.74E-02	0.00E+00
111.0	7.37E-01	7.89E-02	2.74E-04	3.15E-04	3.72E-02	0.00E+00
111.5	7.33E-01	7.85E-02	2.73E-04	3.13E-04	3.70E-02	0.00E+00
112.0	7.29E-01	7.82E-02	2.71E-04	3.11E-04	3.68E-02	0.00E+00
112.5	7.25E-01	7.78E-02	2.70E-04	3.10E-04	3.66E-02	0.00E+00
113.0	7.21E-01	7.75E-02	2.69E-04	3.08E-04	3.64E-02	0.00E+00
113.5	7.17E-01	7.71E-02	2.68E-04	3.06E-04	3.62E-02	0.00E+00
114.0	7.12E-01	7.67E-02	2.66E-04	3.04E-04	3.60E-02	0.00E+00
114.5	7.08E-01	7.63E-02	2.65E-04	3.02E-04	3.57E-02	0.00E+00
115.0	7.03E-01	7.58E-02	2.63E-04	3.00E-04	3.55E-02	0.00E+00
115.5	6.98E-01	7.53E-02	2.62E-04	2.98E-04	3.53E-02	0.00E+00
116.0	6.93E-01	7.49E-02	2.60E-04	2.96E-04	3.50E-02	0.00E+00
116.5	6.88E-01	7.44E-02	2.58E-04	2.94E-04	3.47E-02	0.00E+00
117.0	6.83E-01	7.39E-02	2.56E-04	2.92E-04	3.45E-02	0.00E+00
117.5	6.77E-01	7.33E-02	2.54E-04	2.89E-04	3.42E-02	0.00E+00
118.0	6.72E-01	7.28E-02	2.53E-04	2.87E-04	3.39E-02	0.00E+00
118.5	6.66E-01	7.22E-02	2.51E-04	2.84E-04	3.36E-02	0.00E+00
119.0	6.60E-01	7.16E-02	2.49E-04	2.82E-04	3.33E-02	0.00E+00
119.5	6.54E-01	7.10E-02	2.47E-04	2.79E-04	3.30E-02	0.00E+00
120.0	6.48E-01	7.04E-02	2.44E-04	2.76E-04	3.27E-02	0.00E+00
120.1	6.46E-01	7.03E-02	2.44E-04	2.76E-04	3.26E-02	0.00E+00
120.2	6.45E-01	7.01E-02	2.43E-04	2.75E-04	3.26E-02	0.00E+00
120.3	6.44E-01	7.00E-02	2.43E-04	2.75E-04	3.25E-02	0.00E+00
