mH_GeV 	H_bb 	    Err_Hi  Err_Lo  H_tautau    Err_Hi  Err_Lo  H_mumu      Err_Hi  Err_Lo  H_ccbar     Err_Hi  Err_Lo  H_ttbar     Err_Hi  Err_Lo  H_ssbar     Err_Hi  Err_Lo
80.0	8.24E-01	+1.44	-1.48	8.27E-02	+7.01	-6.85	2.87E-04	+7.37	-7.15	4.18E-02	+12.11	-12.06	0.00E+00	+0.00	-0.00	3.53E-04	+5.22	-5.19
81.0	8.23E-01	+1.45	-1.49	8.27E-02	+7.01	-6.83	2.88E-04	+7.35	-7.16	4.17E-02	+12.11	-12.07	0.00E+00	+0.00	-0.00	3.52E-04	+5.23	-5.19
82.0	8.21E-01	+1.47	-1.50	8.28E-02	+7.00	-6.84	2.88E-04	+7.34	-7.17	4.16E-02	+12.11	-12.09	0.00E+00	+0.00	-0.00	3.52E-04	+5.24	-5.20
83.0	8.20E-01	+1.48	-1.52	8.29E-02	+6.99	-6.85	2.88E-04	+7.33	-7.16	4.16E-02	+12.10	-12.11	0.00E+00	+0.00	-0.00	3.51E-04	+5.25	-5.20
84.0	8.19E-01	+1.50	-1.53	8.30E-02	+7.00	-6.84	2.88E-04	+7.34	-7.17	4.15E-02	+12.13	-12.09	0.00E+00	+0.00	-0.00	3.51E-04	+5.23	-5.22
85.0	8.17E-01	+1.51	-1.55	8.30E-02	+6.99	-6.83	2.89E-04	+7.34	-7.14	4.14E-02	+12.14	-12.09	0.00E+00	+0.00	-0.00	3.50E-04	+5.24	-5.22
86.0	8.16E-01	+1.52	-1.56	8.31E-02	+6.97	-6.84	2.89E-04	+7.33	-7.16	4.13E-02	+12.16	-12.09	0.00E+00	+0.00	-0.00	3.49E-04	+5.26	-5.20
87.0	8.15E-01	+1.54	-1.58	8.31E-02	+6.98	-6.84	2.89E-04	+7.31	-7.17	4.13E-02	+12.13	-12.11	0.00E+00	+0.00	-0.00	3.49E-04	+5.27	-5.21
88.0	8.13E-01	+1.55	-1.59	8.32E-02	+6.99	-6.82	2.89E-04	+7.33	-7.14	4.12E-02	+12.15	-12.12	0.00E+00	+0.00	-0.00	3.48E-04	+5.28	-5.19
89.0	8.12E-01	+1.57	-1.61	8.32E-02	+6.96	-6.82	2.89E-04	+7.33	-7.11	4.11E-02	+12.14	-12.12	0.00E+00	+0.00	-0.00	3.47E-04	+5.25	-5.22
90.0	8.10E-01	+1.58	-1.63	8.33E-02	+6.97	-6.81	2.89E-04	+7.31	-7.11	4.10E-02	+12.14	-12.13	0.00E+00	+0.00	-0.00	3.47E-04	+5.24	-5.22
91.0	8.09E-01	+1.60	-1.64	8.33E-02	+6.97	-6.80	2.89E-04	+7.28	-7.16	4.09E-02	+12.16	-12.13	0.00E+00	+0.00	-0.00	3.46E-04	+5.25	-5.23
92.0	8.07E-01	+1.61	-1.66	8.33E-02	+6.96	-6.79	2.89E-04	+7.29	-7.10	4.08E-02	+12.19	-12.13	0.00E+00	+0.00	-0.00	3.45E-04	+5.28	-5.20
93.0	8.05E-01	+1.64	-1.68	8.33E-02	+6.96	-6.80	2.89E-04	+7.26	-7.11	4.07E-02	+12.17	-12.14	0.00E+00	+0.00	-0.00	3.44E-04	+5.28	-5.19
94.0	8.03E-01	+1.65	-1.70	8.33E-02	+6.97	-6.77	2.89E-04	+7.30	-7.10	4.06E-02	+12.19	-12.15	0.00E+00	+0.00	-0.00	3.44E-04	+5.27	-5.21
95.0	8.01E-01	+1.67	-1.72	8.32E-02	+6.94	-6.77	2.89E-04	+7.26	-7.11	4.05E-02	+12.20	-12.14	0.00E+00	+0.00	-0.00	3.43E-04	+5.29	-5.21
96.0	7.99E-01	+1.69	-1.74	8.32E-02	+6.93	-6.77	2.89E-04	+7.27	-7.07	4.04E-02	+12.22	-12.14	0.00E+00	+0.00	-0.00	3.42E-04	+5.28	-5.21
