mH_GeV  XS_pb       Scale_pos	Scale_neg PDF_plus_alpha_s PDF alpha_S	XS_W_plus_pb  XS_W_minus_pb
120.00	6.625E-01	+0.6	-0.9	2.0	1.9	0.6	4.233E-01	2.392E-01
120.50	6.532E-01	+0.6	-0.9	2.0	1.9	0.6	4.176E-01	2.357E-01
121.00	6.439E-01	+0.7	-0.9	2.0	2.0	0.6	4.116E-01	2.324E-01
121.50	6.349E-01	+0.7	-0.9	2.1	2.0	0.6	4.059E-01	2.291E-01
122.00	6.264E-01	+0.7	-0.9	2.1	2.0	0.6	4.006E-01	2.258E-01
122.50	6.180E-01	+0.6	-0.9	2.1	2.0	0.6	3.954E-01	2.226E-01
123.00	6.097E-01	+0.7	-0.9	2.1	2.0	0.6	3.900E-01	2.197E-01
123.50	6.012E-01	+0.7	-0.9	2.1	2.0	0.6	3.846E-01	2.166E-01
124.00	5.931E-01	+0.6	-0.8	2.1	2.0	0.7	3.795E-01	2.136E-01
124.10	5.915E-01	+0.6	-0.8	2.1	2.0	0.7	3.785E-01	2.130E-01
124.20	5.899E-01	+0.6	-0.8	2.1	2.0	0.7	3.774E-01	2.125E-01
124.30	5.883E-01	+0.7	-0.9	2.1	2.0	0.7	3.766E-01	2.117E-01
124.40	5.867E-01	+0.7	-0.9	2.1	2.0	0.7	3.756E-01	2.111E-01
124.50	5.853E-01	+0.6	-0.9	2.1	2.0	0.7	3.746E-01	2.107E-01
124.60	5.838E-01	+0.6	-1.0	2.1	2.0	0.7	3.738E-01	2.100E-01
124.70	5.820E-01	+0.7	-0.9	2.1	2.0	0.7	3.726E-01	2.094E-01
124.80	5.804E-01	+0.7	-0.9	2.1	2.0	0.7	3.716E-01	2.088E-01
124.90	5.788E-01	+0.7	-0.9	2.1	2.0	0.7	3.706E-01	2.082E-01
125.00	5.771E-01	+0.7	-0.9	2.1	2.0	0.7	3.696E-01	2.076E-01
125.09	5.756E-01	+0.7	-0.8	2.1	2.0	0.7	3.685E-01	2.070E-01
125.10	5.756E-01	+0.7	-0.9	2.1	2.0	0.7	3.686E-01	2.069E-01
125.20	5.740E-01	+0.6	-0.9	2.1	2.0	0.7	3.677E-01	2.063E-01
125.30	5.725E-01	+0.6	-0.9	2.1	2.0	0.7	3.667E-01	2.058E-01
125.40	5.708E-01	+0.7	-0.9	2.1	2.0	0.7	3.656E-01	2.052E-01
125.50	5.694E-01	+0.6	-0.9	2.1	2.0	0.7	3.648E-01	2.046E-01
125.60	5.679E-01	+0.6	-0.9	2.1	2.0	0.7	3.638E-01	2.041E-01
125.70	5.665E-01	+0.6	-0.9	2.1	2.0	0.7	3.629E-01	2.035E-01
125.80	5.650E-01	+0.7	-0.9	2.1	2.0	0.7	3.619E-01	2.031E-01
125.90	5.633E-01	+0.7	-0.9	2.1	2.0	0.7	3.608E-01	2.025E-01
126.00	5.618E-01	+0.7	-0.9	2.1	2.0	0.7	3.599E-01	2.019E-01
126.50	5.542E-01	+0.7	-0.9	2.1	2.0	0.7	3.551E-01	1.991E-01
127.00	5.469E-01	+0.7	-0.9	2.1	2.0	0.7	3.505E-01	1.964E-01
127.50	5.395E-01	+0.6	-0.9	2.1	2.0	0.7	3.459E-01	1.937E-01
128.00	5.323E-01	+0.7	-0.9	2.1	2.0	0.6	3.414E-01	1.909E-01
128.50	5.253E-01	+0.7	-0.9	2.1	2.0	0.6	3.368E-01	1.884E-01
129.00	5.182E-01	+0.7	-0.9	2.1	2.0	0.6	3.324E-01	1.857E-01
129.50	5.116E-01	+0.6	-1.0	2.1	2.0	0.6	3.283E-01	1.834E-01
130.00	5.046E-01	+0.6	-0.9	2.1	2.0	0.6	3.240E-01	1.807E-01
