mH_GeV  XS_pb		Scale_pos Scale_neg PDF_plus_alpha_s PDF alpha_S
120.00	1.392E-02	+7.6	-16.6	4.9	4.7	1.5
120.50	1.383E-02	+7.5	-16.5	4.9	4.7	1.5
121.00	1.374E-02	+7.6	-16.5	4.9	4.7	1.5
121.50	1.367E-02	+7.5	-16.6	4.9	4.7	1.5
122.00	1.359E-02	+7.5	-16.6	4.9	4.7	1.5
122.50	1.352E-02	+7.5	-16.8	4.9	4.7	1.5
123.00	1.344E-02	+7.5	-16.7	4.9	4.7	1.5
123.50	1.337E-02	+7.4	-16.8	4.9	4.7	1.5
124.00	1.331E-02	+7.4	-17.0	4.9	4.7	1.5
124.10	1.330E-02	+7.4	-16.9	4.9	4.7	1.5
124.20	1.329E-02	+7.4	-17.0	4.9	4.7	1.5
124.30	1.327E-02	+7.4	-17.0	4.9	4.7	1.5
124.40	1.325E-02	+7.4	-17.0	4.9	4.7	1.5
124.50	1.322E-02	+7.4	-16.9	4.9	4.7	1.5
124.60	1.322E-02	+7.4	-16.8	4.9	4.7	1.5
124.70	1.320E-02	+7.4	-16.8	4.9	4.7	1.5
124.80	1.318E-02	+7.4	-16.8	4.9	4.7	1.5
124.90	1.316E-02	+7.4	-16.8	4.9	4.7	1.5
125.00	1.319E-02	+7.3	-17.2	4.9	4.7	1.5
125.09	1.316E-02	+7.4	-17.0	5.0	4.7	1.5
125.10	1.316E-02	+7.4	-17.0	5.0	4.7	1.5
125.20	1.315E-02	+7.3	-16.9	5.0	4.7	1.5
125.30	1.314E-02	+7.4	-16.9	5.0	4.7	1.5
125.40	1.309E-02	+7.4	-16.8	5.0	4.7	1.5
125.50	1.311E-02	+7.4	-17.0	5.0	4.7	1.5
125.60	1.310E-02	+7.3	-17.1	5.0	4.7	1.5
125.70	1.308E-02	+7.3	-17.0	5.0	4.7	1.5
125.80	1.306E-02	+7.4	-16.8	5.0	4.7	1.5
125.90	1.304E-02	+7.3	-17.0	5.0	4.7	1.5
126.00	1.304E-02	+7.3	-17.0	5.0	4.7	1.5
126.50	1.297E-02	+7.3	-17.1	5.0	4.7	1.5
127.00	1.288E-02	+7.3	-17.1	5.0	4.7	1.5
127.50	1.286E-02	+7.3	-17.1	5.0	4.7	1.5
128.00	1.278E-02	+7.2	-17.2	5.0	4.7	1.5
128.50	1.272E-02	+7.2	-17.5	5.0	4.8	1.5
129.00	1.264E-02	+7.3	-17.2	5.0	4.8	1.5
129.50	1.259E-02	+7.2	-17.4	5.0	4.8	1.5
130.00	1.251E-02	+7.2	-17.4	5.0	4.8	1.5
